,Unnamed: 0,original,corrected
3632,3632,And maybe the digital systems will help the hospital to organize the patients and to regulate some patient information with high efficiency and better orders.,And maybe the digital systems will help the hospital organize the patients and regulate some patient information with high efficiency and better order.
4464,4464,"Oh, I was talking about in Chinese.","Oh, I was talking about it in Chinese."
5766,5766,So I think it's very important to celebrate their birthday.,"So, I think it's very important to celebrate their birthday."
804,804,"Nowadays, I wouldn't say so.","Nowadays, I wouldn't say so."
7530,7530,He told me he often goes there with his friends and there are many plants and a glass line where they often have picnics in.,He told me he often goes there with his friends; there are many plants and a glass-lined area where they often have picnics.
2726,2726,That's very difficult.,That's very difficult.
7929,7929,"Well, yes, I do think so, because in different places in China, we have different kind of food.","Well, yes, I do think so, because in different places in China, we have different kinds of food."
5144,5144,Maybe it's better for them to eat less drunk food.,Maybe it's better for them to eat less junk food.
7970,7970,"So as for me, I reckon that be busy is a good thing.","So, as for me, I reckon that being busy is a good thing."
4522,4522,"So I always go there, go on a picnic.","So, I always go there to have a picnic."
6004,6004,"I know that in Shanghai, many old people still like coffee and daily routine is just from coffee.","I know that in Shanghai, many old people still like coffee, and their daily routine revolves around it."
5456,5456,"I think that dancing is very fit to me because when I was young, I often went to the dancing class.","I think that dancing suits me well because when I was young, I often went to dance class."
7960,7960,So I think that is something really valid and really speaks to the time that we're living in.,"So, I think that is something really valid and really speaks to the time we're living in."
872,872,I was fortunate to have a small public library near my house which became my sanctuary.,I was fortunate to have a small public library near my house which became my sanctuary.
